Sales_Part_Number,Description,Part,Perm,Material,AL_nHT2,Shape,Le_cm,Le_mm,ID_min_inches,ID_min_mm,OD_max_inches,OD_max_mm,HT_max_inches,HT_max_mm,Ae_cm2,Ae_mm2,Ve_cm3,Ve_mm3,Inventory_UM,Net_Weight,Parcel_Qty,Hardware_1,Hardware_2,Hardware_3,Hardware_4,Hardware_5
0075440A7,75 SERIES 026 PERM BLACK 438 SIZE,75440,26,75 Series,59,Toroid,10.7,107,0.918,23.32,1.875,47.63,0.745,18.92,1.99,199,21.3,21300,EACH,0.135,105,TVH49164A,TVH61134A,,,
0075095A7,75 SERIES 040 PERM BLACK 089 SIZE,75095,40,75 Series,57,Toroid,11.6,116,1.098,27.89,1.875,47.63,0.635,16.13,1.34,134,15.6,15600,EACH,0.1062,120,TVH49164A,TVH61134A,,,
0075431A7,75 SERIES 040 PERM BLACK 438 SIZE,75431,40,75 Series,90,Toroid,10.7,107,0.918,23.32,1.875,47.63,0.745,18.92,1.99,199,21.3,21300,EACH,0.14,105,TVH49164A,TVH61134A,,,
0075090A7,75 SERIES 060 PERM BLACK 089 SIZE,75090,60,75 Series,86,Toroid,11.6,116,1.098,27.89,1.875,47.63,0.635,16.13,1.34,134,15.6,15600,EACH,0.115,120,TVH49164A,TVH61134A,,,
0075439A7,75 SERIES 060 PERM BLACK 438 SIZE,75439,60,75 Series,135,Toroid,10.7,107,0.918,23.32,1.875,47.63,0.745,18.92,1.99,199,21.3,21300,EACH,0.145,105,TVH49164A,TVH61134A,,,
0075727A7,75 SERIES 026 PERM BLACK 725 SIZE,75727,26,75 Series,76,Toroid,11.35,113.5,0.945,24,2.028,51.51,0.85,21.59,2.62,262,29.7,29700,EACH,0,70,TVH61134A,,,,
0075733A7,76 SERIES 040 PERM BLACK 725 SIZE,75733,40,75 Series,117,Toroid,11.35,113.5,0.945,24,2.028,51.51,0.85,21.59,2.62,262,29.7,29700,EACH,0,70,TVH61134A,,,,
0075726A7,77 SERIES 060 PERM BLACK 725 SIZE,75726,60,75 Series,175,Toroid,11.35,113.5,0.945,24,2.028,51.51,0.85,21.59,2.62,262,29.7,29700,EACH,0,70,TVH61134A,,,,
0075717A7,75 SERIES 026 PERM BLACK 715 SIZE,75717,26,75 Series,32,Toroid,12.7,127,1.218,30.94,2.035,51.69,0.565,14.35,1.25,125,15.9,15900,EACH,0.1283,90,TVH49164A,TVH61134A,,,
0075721A7,75 SERIES 040 PERM BLACK 715 SIZE,75721,40,75 Series,49,Toroid,12.7,127,1.218,30.94,2.035,51.69,0.565,14.35,1.25,125,15.9,15900,EACH,0.1185,90,TVH49164A,TVH61134A,,,
0075716A7,75 SERIES 060 PERM BLACK 715 SIZE,75716,60,75 Series,73,Toroid,12.7,127,1.218,30.94,2.035,51.69,0.565,14.35,1.25,125,15.9,15900,EACH,0.1283,90,TVH49164A,TVH61134A,,,
0075111A7,75 SERIES 026 PERM BLACK 109 SIZE,75111,26,75 Series,33,Toroid,14.3,143,1.368,34.75,2.285,58.04,0.585,14.86,1.44,144,20.7,20700,EACH,0.1542,90,TVH49164A,TVH61134A,,,
0075191A7,75 SERIES 026 PERM BLACK 195 SIZE,75191,26,75 Series,60,Toroid,12.5,125,1.007,25.58,2.285,58.04,0.635,16.13,2.29,229,28.6,28600,EACH,0.185,80,TVH49164A,TVH61134A,,,
0075212A7,75 SERIES 040 PERM BLACK 109 SIZE,75212,40,75 Series,50,Toroid,14.3,143,1.368,34.75,2.285,58.04,0.585,14.86,1.44,144,20.7,20700,EACH,0.1542,90,TVH49164A,TVH61134A,,,
0075189A7,75 SERIES 040 PERM BLACK 195 SIZE,75189,40,75 Series,92,Toroid,12.5,125,1.007,25.58,2.285,58.04,0.635,16.13,2.29,229,28.6,28600,EACH,0.175,80,TVH49164A,TVH61134A,,,
0075110A7,75 SERIES 060 PERM BLACK 109 SIZE,75110,60,75 Series,75,Toroid,14.3,143,1.368,34.75,2.285,58.04,0.585,14.86,1.44,144,20.7,20700,EACH,0.154,90,TVH49164A,TVH61134A,,,
0075192A7,75 SERIES 060 PERM BLACK 195 SIZE,75192,60,75 Series,138,Toroid,12.5,125,1.007,25.58,2.285,58.04,0.635,16.13,2.29,229,28.6,28600,EACH,0.195,80,TVH49164A,TVH61134A,,,
0075192A7HT21,75 SERIES 060 PERM BLACK 195 SIZE,75192,60,75 Series,182,Toroid,12.5,125,1.007,25.57,2.285,58.04,0.635,21,3,300,37.1,37100,EACH,0.274,0,TVH61134A,,,,
0075615A7,75 SERIES 026 PERM BLACK 620 SIZE,75615,26,75 Series,82,Toroid,14.4,144,1.248,31.7,2.484,63.09,1.02,25.91,3.6,360,51.8,51800,EACH,0.36,45,,,,,
0075616A7,75 SERIES,75616,40,75 Series,126,Toroid,14.4,144,1.248,31.7,2.484,63.09,1.02,25.91,3.6,360,51.8,51800,EACH,0.3108,45,,,,,
0075617A7,75 SERIES 060 PERM BLACK 620 SIZE,75617,60,75 Series,189,Toroid,14.4,144,1.248,31.7,2.484,63.09,1.02,25.91,3.6,360,51.8,51800,EACH,0.4082,45,,,,,
0075074A7,75 SERIES 026 PERM BLACK 070 SIZE,75074,26,75 Series,65,Toroid,15.8,158,1.365,34.67,2.733,69.42,0.843,21.41,3.14,314,49.7,49700,EACH,0.25,30,,,,,
0075073A7,75 SERIES 040 PERM BLACK 070 SIZE,75073,40,75 Series,100,Toroid,15.8,158,1.365,34.67,2.733,69.42,0.843,21.41,3.14,314,49.7,49700,EACH,0.25,30,,,,,
0075072A7,75 SERIES 060 PERM BLACK 070 SIZE,75072,60,75 Series,143,Toroid,15.8,158,1.365,34.67,2.733,69.42,0.843,21.41,3.14,314,49.7,49700,EACH,0.25,30,,,,,
0075735A7,75 SERIES 026 PERM BLACK 740 SIZE,75735,26,75 Series,88,Toroid,18.4,184,1.748,44.4,2.961,75.21,1.414,35.92,4.97,497,91.4,91400,EACH,0.639,24,,,,,
0075736A7,75 SERIES 040 PERM BLACK 740 SIZE,75736,40,75 Series,136,Toroid,18.4,184,1.748,44.4,2.961,75.21,1.414,35.92,4.97,497,91.4,91400,EACH,0.6,24,,,,,
0075737A7,75 SERIES 060 PERM BLACK 740 SIZE,75737,60,75 Series,204,Toroid,18.4,184,1.748,44.4,2.961,75.21,1.414,35.92,4.97,497,91.4,91400,EACH,0.634,24,,,,,
0075868A7,75 SERIES,75868,26,75 Series,30,Toroid,19.6,196,1.898,48.21,3.108,78.94,0.545,13.84,1.76,176,34.5,34500,EACH,0.241,45,,,,,
0075908A7,75 SERIES,75908,26,75 Series,37,Toroid,19.6,196,1.898,48.21,3.108,78.94,0.67,17.02,2.21,221,43.4,43400,EACH,0.303,40,,,,,
0075775A7,75 SERIES 026 PERM BLACK 778 SIZE,75775,26,75 Series,88,Toroid,17.72,177.2,1.509,38.33,3.108,78.94,1.057,26.85,4.92,492,81.5,81500,EACH,0.485,25,,,,,
0075872A7,75 SERIES,75872,40,75 Series,45,Toroid,19.6,196,1.898,48.21,3.108,78.94,0.545,13.84,1.76,176,34.5,34500,EACH,0.227,45,,,,,
0075912A7,75 SERIES,75912,40,75 Series,57,Toroid,19.6,196,1.898,48.21,3.108,78.94,0.67,17.02,2.21,221,43.4,43400,EACH,0.303,40,,,,,
0075776A7,75 SERIES 040 PERM BLACK 778 SIZE,75776,40,75 Series,135,Toroid,17.72,177.2,1.509,38.33,3.108,78.94,1.057,26.85,4.92,492,81.5,81500,EACH,0.485,25,,,,,
0075867A7,75 SERIES,75867,60,75 Series,68,Toroid,19.6,196,1.898,48.21,3.108,78.94,0.545,13.84,1.76,176,34.5,34500,EACH,0.239,45,,,,,
0075907A7,75 SERIES 060 PERM BLACK 906 SIZE,75907,60,75 Series,85,Toroid,19.6,196,1.898,48.21,3.108,78.94,0.67,17.02,2.21,221,43.4,43400,EACH,0.2703,40,,,,,
0075777A7,75 SERIES 060 PERM BLACK 778 SIZE,75777,60,75 Series,205,Toroid,17.72,177.2,1.509,38.33,3.108,78.94,1.057,26.85,4.92,492,81.5,81500,EACH,0.485,25,,,,,
0075102A7,75 SERIES 026 PERM BLACK 102 SIZE,75102,26,75 Series,48,Toroid,24.3,243,2.195,55.75,4.055,103,0.705,17.91,3.58,358,86.9,86900,EACH,0.52,25,,,,,
0075100A7,75 SERIES 040 PERM BLACK 102 SIZE,75100,40,75 Series,74,Toroid,24.3,243,2.195,55.75,4.055,103,0.705,17.91,3.58,358,86.9,86900,EACH,0.545,25,,,,,
0075099A7,75 SERIES 060 PERM BLACK 102 SIZE,75099,60,75 Series,111,Toroid,24.3,243,2.195,55.75,4.055,103,0.705,17.91,3.58,358,86.9,86900,EACH,0.57,25,,,,,
0075337A7,75 SERIES 026 PERM BLACK 337 SIZE,75337,26,75 Series,68,Toroid,32.4,324,3.039,77.19,5.274,133.96,1.055,26.8,6.78,678,220,220000,EACH,1.2,16,,,,,
0075338A7,75 SERIES 040 PERM BLACK 337 SIZE,75338,40,75 Series,105,Toroid,32.4,324,3.039,77.19,5.274,133.96,1.055,26.8,6.78,678,220,220000,EACH,1.47,16,,,,,
0075339A7,75 SERIES 060 PERM BLACK 337 SIZE,75339,60,75 Series,158,Toroid,32.4,324,3.039,77.19,5.274,133.96,1.055,26.8,6.78,678,220,220000,EACH,1.47,16,,,,,
0088351A7,AMO FLUX 60 PERM BLUE 350 SIZE,88351,60,AmoFlux (discontinued),51,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,0.0128,720,TVH22064A,TVH25074A,,,
0088894A7,AMO FLUX 60 PERM BLUE 350 SIZE,88894,60,AmoFlux (discontinued),75,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,4.15,4150,EACH,0.0232,400,TVH25074A,TVH38134A,,,
0088894A7HT15,AMO FLUX 60 PERM BLUE 350 SIZE,88894,60,AmoFlux (discontinued),94,Toroid,6.35,63.5,0.551,14,1.102,28,0.59,15,0.821,82.1,5.21,5210,EACH,0.0292,320,TVH38134A,,,,
0088071A7,AMO FLUX 60 PERM BLUE 548 SIZE,88071,60,AmoFlux (discontinued),61,Toroid,8.14,81.4,0.766,19.46,1.325,33.66,0.45,11.43,0.656,65.6,5.34,5340,EACH,0.0299,250,TVB3610FA,TVH38134A,,,
0088083A7,AMO FLUX 60 PERM BLUE 254 SIZE,88083,60,AmoFlux (discontinued),81,Toroid,9.84,98.4,0.918,23.32,1.605,40.77,0.605,15.37,1.07,107,10.6,10600,EACH,0.0594,180,TVH49164A,TVH38134A,,,
0088439A7,AMO FLUX 60 PERM BLUE 438 SIZE,88439,60,AmoFlux (discontinued),135,Toroid,10.7,107,0.918,23.32,1.875,47.63,0.745,18.92,1.99,199,21.3,21300,EACH,0.1193,105,TVH49164A,TVH61134A,,,
0059052A2,EDGE 026 PERM GREEN 050 SIZE,59052,26,Edge,12,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,,5000,TVB22066A,TVH22064A,,,
0059051A2,EDGE 060 PERM GREEN 050 SIZE,59051,60,Edge,27,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,,5000,TVB22066A,TVH22064A,,,
0059050A2,EDGE 125 PERM GREEN 050 SIZE,59050,125,Edge,56,Toroid,3.12,31.2,0.275,6.99,0.53,13.46,0.217,5.51,0.109,10.9,0.34,340,EACH,0.0029,5000,TVB22066A,TVH22064A,,,
0059122A2,EDGE 026 PERM GREEN 120 SIZE,59122,26,Edge,15,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,,2000,TVB22066A,TVH22064A,,,
0059121A2,EDGE 060 PERM GREEN 120 SIZE,59121,60,Edge,35,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,,2000,TVB22066A,TVH22064A,,,
0059120A2,EDGE 125 PERM GREEN 120 SIZE,59120,125,Edge,72,Toroid,4.12,41.2,0.375,9.53,0.68,17.27,0.28,7.11,0.192,19.2,0.791,791,EACH,0.0063,2000,TVB22066A,TVH22064A,,,
0059382A2,EDGE 026 PERM GREEN 380 SIZE,59382,26,Edge,19,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0066,2000,TVB22066A,TVH22064A,,,
0059381A2,EDGE 060 PERM GREEN 380 SIZE,59381,60,Edge,43,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0072,2000,TVB22066A,TVH22064A,,,
0059380A2,EDGE 125 PERM GREEN 380 SIZE,59380,125,Edge,89,Toroid,4.14,41.4,0.355,9.02,0.71,18.03,0.28,7.11,0.232,23.2,0.96,960,EACH,0.0077,2000,TVB22066A,TVH22064A,,,
0059208A2,EDGE 026 PERM GREEN 206 SIZE,59208,26,Edge,14,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0077,1600,TVB22066A,TVH22064A,,,
0059848A2,EDGE 060 PERM GREEN 206 SIZE,59848,60,Edge,32,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0084,1600,TVB22066A,TVH22064A,,,
0059206A2,EDGE 125 PERM GREEN 206 SIZE,59206,125,Edge,68,Toroid,5.09,50.9,0.475,12.07,0.83,21.08,0.28,7.11,0.221,22.1,1.12,1120,EACH,0.0089,1600,TVB22066A,TVH22064A,,,
0059312A2,EDGE 026 PERM GREEN 310 SIZE,59312,26,Edge,19,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,,1000,TVH22064A,TVB2908TA,TVH25074A,,
0059059A2,EDGE 060 PERM GREEN 310 SIZE,59059,60,Edge,43,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,,1000,TVH22064A,TVB2908TA,TVH25074A,,
0059310A2,EDGE 125 PERM GREEN 310 SIZE,59310,125,Edge,90,Toroid,5.67,56.7,0.525,13.34,0.93,23.62,0.33,8.38,0.317,31.7,1.8,1800,EACH,,1000,TVH22064A,TVB2908TA,TVH25074A,,
0059352A2,EDGE 026 PERM GREEN 350 SIZE,59352,26,Edge,22,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,,480,TVH22064A,TVB2908TA,TVH25074A,,
0059351A2,EDGE 060 PERM GREEN 350 SIZE,59351,60,Edge,51,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,,480,TVH22064A,TVB2908TA,TVH25074A,,
0059350A2,EDGE 125 PERM GREEN 350 SIZE,59350,125,Edge,105,Toroid,5.88,58.8,0.542,13.77,0.958,24.33,0.38,9.65,0.388,38.8,2.28,2280,EACH,,480,TVH22064A,TVB2908TA,TVH25074A,,
0059351A2HT15,EDGE 060 PERM GREEN 350 SIZE,59351,60,Edge,80,Toroid,5.88,58.8,0.542,13.7,0.958,24.4,0.59,15,0.609,60.9,3.58,3580,EACH,0.0289,280,,,,,
0059932A2,EDGE 026 PERM GREEN 930 SIZE,59932,26,Edge,32,Toroid,6.35,63.5,0.555,14.1,1.09,27.69,0.47,11.94,0.654,65.4,4.15,4150,EACH,,400,TVH25074A,TVH38134A,,,
0059894A2,EDGE 060 PERM GREEN 930 SIZE,59894,60,Edge,75,Toroid,6.35,63.5,0.555,14.1,1.09,27.69,0.47,11.94,0.654,65.4,4.15,4150,EACH,,400,TVH25074A,TVH38134A,,,
0059930A2,EDGE 125 PERM GREEN 930 SIZE,59930,125,Edge,157,Toroid,6.35,63.5,0.555,14.1,1.09,27.69,0.47,11.94,0.654,65.4,4.15,4150,EACH,0.0338,400,TVH25074A,TVH38134A,,,
0059550A2,EDGE 026 PERM GREEN 548 SIZE,59550,26,Edge,28,Toroid,8.14,81.4,0.766,19.46,1.325,33.66,0.45,11.43,0.656,65.6,5.34,5340,EACH,,250,TVB3610FA,TVH38134A,,,
0059071A2,EDGE 060 PERM GREEN 548 SIZE,59071,60,Edge,61,Toroid,8.14,81.4,0.766,19.46,1.325,33.66,0.45,11.43,0.656,65.6,5.34,5340,EACH,,250,TVB3610FA,TVH38134A,,,
0059548A2,EDGE 125 PERM GREEN 548 SIZE,59548,125,Edge,127,Toroid,8.14,81.4,0.766,19.46,1.325,33.66,0.45,11.43,0.656,65.6,5.34,5340,EACH,,250,TVB3610FA,TVH38134A,,,
0059587A2,EDGE 026 PERM GREEN 585 SIZE,59587,26,Edge,16,Toroid,8.95,89.5,0.888,22.56,1.385,35.18,0.385,9.78,0.464,46.4,4.15,4150,EACH,0.028,300,TVB3610FA,TVH38134A,,,
0059586A2,EDGE 060 PERM GREEN 585 SIZE,59586,60,Edge,38,Toroid,8.95,89.5,0.888,22.56,1.385,35.18,0.385,9.78,0.464,46.4,4.15,4150,EACH,0.0309,300,TVB3610FA,TVH38134A,,,
0059585A2,EDGE 125 PERM GREEN 585 SIZE,59585,125,Edge,79,Toroid,8.95,89.5,0.888,22.56,1.385,35.18,0.385,9.78,0.464,46.4,4.15,4150,EACH,0.0309,300,TVB3610FA,TVH38134A,,,
0059326A2,EDGE 026 PERM GREEN 324 SIZE,59326,26,Edge,24,Toroid,8.98,89.8,0.848,21.54,1.445,36.7,0.447,11.35,0.678,67.8,6.09,6090,EACH,,220,TVB3610FA,TVH38134A,,,
0059076A2,EDGE 060 PERM GREEN 324 SIZE,59076,60,Edge,56,Toroid,8.98,89.8,0.848,21.54,1.445,36.7,0.447,11.35,0.678,67.8,6.09,6090,EACH,,220,TVB3610FA,TVH38134A,,,
0059324A2,EDGE 125 PERM GREEN 324 SIZE,59324,125,Edge,117,Toroid,8.98,89.8,0.848,21.54,1.445,36.7,0.447,11.35,0.678,67.8,6.09,6090,EACH,,220,TVB3610FA,TVH38134A,,,
0059256A2,EDGE 026 PERM GREEN 254 SIZE,59256,26,Edge,35,Toroid,9.84,98.4,0.918,23.32,1.605,40.77,0.605,15.37,1.07,107,10.6,10600,EACH,0.0744,180,TVH49164A,TVH38134A,,,
0059083A2,EDGE 060 PERM GREEN 254 SIZE,59083,60,Edge,81,Toroid,9.84,98.4,0.918,23.32,1.605,40.77,0.605,15.37,1.07,107,10.6,10600,EACH,0.0813,180,TVH49164A,TVH38134A,,,
0059254A2,EDGE 125 PERM GREEN 254 SIZE,59254,125,Edge,168,Toroid,9.84,98.4,0.918,23.32,1.605,40.77,0.605,15.37,1.07,107,10.6,10600,EACH,0.0865,180,TVH49164A,TVH38134A,,,
0058150A2,HIGH FLUX 125 PERM KHAKI 150 SIZE,58150,125,High Flux,35,Toroid,0.942,9.42,0.068,1.73,0.18,4.57,0.125,3.18,0.021,2.11,0.0199,19.9,EACH,0,7500,,,,,
0058181A2,HIGH FLUX 060 PERM KHAKI 180 SIZE,58181,60,High Flux,20,Toroid,1.06,10.6,0.073,1.85,0.208,5.28,0.125,3.18,0.0285,2.85,0.0303,30.3,EACH,0,5000,,,,,
C058180A2,HIGH FLUX 125 PERM KHAKI 180 SIZE,58180,125,High Flux,42,Toroid,1.06,10.6,0.073,1.85,0.208,5.28,0.125,3.18,0.0285,2.85,0.0303,30.3,EACH,0,5000,,,,,
0058020AY,HIGH FLUX 125 PERM AY 020 SIZE,58020,125,High Flux,50,Toroid,1.36,13.6,0.097,2.46,0.268,6.81,0.128,3.25,0.047,4.7,0.064,64,EACH,0.0006,10000,,,,,
0058023A2,HIGH FLUX 014 PERM KHAKI 020 SIZE,58023,14,High Flux,6,Toroid,1.36,13.6,0.09,2.29,0.275,6.99,0.135,3.43,0.047,4.7,0.064,64,EACH,0.0004,10000,,,,,
0058022A2,HIGH FLUX 026 PERM KHAKI 020 SIZE,58022,26,High Flux,10,Toroid,1.36,13.6,0.09,2.29,0.275,6.99,0.135,3.43,0.047,4.7,0.064,64,EACH,0.0005,10000,,,,,
C058021A2,HIGH FLUX 060 PERM KHAKI 020 SIZE,58021,60,High Flux,24,Toroid,1.36,13.6,0.09,2.29,0.275,6.99,0.135,3.43,0.047,4.7,0.064,64,EACH,0.0005,10000,,,,,
C058020A2,HIGH FLUX 125 PERM KHAKI 020 SIZE,58020,125,High Flux,50,Toroid,1.36,13.6,0.09,2.29,0.275,6.99,0.135,3.43,0.047,4.7,0.064,64,EACH,0.0006,10000,,,,,
C058019A2,HIGH FLUX 147 PERM KHAKI 020 SIZE,58019,147,High Flux,59,Toroid,1.36,13.6,0.09,2.29,0.275,6.99,0.135,3.43,0.047,4.7,0.064,64,EACH,0.0006,10000,,,,,
C058018A2,HIGH FLUX 160 PERM KHAKI 020 SIZE,58018,160,High Flux,64,Toroid,1.36,13.6,0.09,2.29,0.275,6.99,0.135,3.43,0.047,4.7,0.064,64,EACH,0.0006,10000,,,,,
0058240AY,HIGH FLUX 125 PERM AY 240 SIZE,58240,125,High Flux,54,Toroid,1.36,13.6,0.092,2.33,0.278,7.06,0.118,3,0.0476,4.76,0.0649,64.9,EACH,0.0006,10000,,,,,
0058270AY,HIGH FLUX 125 PERM AY 270 SIZE,58270,125,High Flux,103,Toroid,1.36,13.6,0.092,2.33,0.278,7.06,0.206,5.24,0.092,9.2,0.125,125,EACH,0,10000,,,,,
0058243A2,HIGH FLUX 014 PERM KHAKI 240 SIZE,58243,14,High Flux,6,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.125,3.18,0.0476,4.76,0.0649,64.9,EACH,0.0004,10000,,,,,
0058273A2,HIGH FLUX 014 PERM KHAKI 270 SIZE,58273,14,High Flux,12,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.213,5.41,0.092,9.2,0.125,125,EACH,0.0008,10000,,,,,
0058242A2,HIGH FLUX 026 PERM KHAKI 240 SIZE,58242,26,High Flux,11,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.125,3.18,0.0476,4.76,0.0649,64.9,EACH,0.0005,10000,,,,,
0058272A2,HIGH FLUX 026 PERM KHAKI 270 SIZE,58272,26,High Flux,21,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.213,5.41,0.092,9.2,0.125,125,EACH,0.001,10000,,,,,
C058241A2,HIGH FLUX 060 PERM KHAKI 240 SIZE,58241,60,High Flux,26,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.125,3.18,0.0476,4.76,0.0649,64.9,EACH,0.0005,10000,,,,,
C058271A2,HIGH FLUX 060 PERM KHAKI 270 SIZE,58271,60,High Flux,50,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.213,5.41,0.092,9.2,0.125,125,EACH,0.0009,10000,,,,,
C058240A2,HIGH FLUX 125 PERM KHAKI 240 SIZE,58240,125,High Flux,54,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.125,3.18,0.0476,4.76,0.0649,64.9,EACH,0.0006,10000,,,,,
C058270A2,HIGH FLUX 125 PERM KHAKI 270 SIZE,58270,125,High Flux,103,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.213,5.41,0.092,9.2,0.125,125,EACH,0.0011,10000,,,,,
C058239A2,HIGH FLUX 147 PERM KHAKI 240 SIZE,58239,147,High Flux,64,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.125,3.18,0.0476,4.76,0.0649,64.9,EACH,0.0006,10000,,,,,
C058269A2,HIGH FLUX 147 PERM KHAKI 270 SIZE,58269,147,High Flux,122,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.213,5.41,0.092,9.2,0.125,125,EACH,0.0011,10000,,,,,
C058238A2,HIGH FLUX 160 PERM KHAKI 240 SIZE,58238,160,High Flux,69,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.125,3.18,0.0476,4.76,0.0649,64.9,EACH,0.0006,10000,,,,,
C058268A2,HIGH FLUX 160 PERM KHAKI 270 SIZE,58268,160,High Flux,132,Toroid,1.36,13.6,0.085,2.16,0.285,7.24,0.213,5.41,0.092,9.2,0.125,125,EACH,0.0011,10000,,,,,
0058413A2,HIGH FLUX 014 PERM KHAKI 410 SIZE,58413,14,High Flux,8,Toroid,1.65,16.5,0.136,3.45,0.295,7.49,0.225,5.72,0.0725,7.25,0.12,120,EACH,0.0012,10000,,,,,
0058412A2,HIGH FLUX 026 PERM KHAKI 410 SIZE,58412,26,High Flux,14,Toroid,1.65,16.5,0.136,3.45,0.295,7.49,0.225,5.72,0.0725,7.25,0.12,120,EACH,0.0012,10000,,,,,
C058410A2,HIGH FLUX 125 PERM KHAKI 410 SIZE,58410,125,High Flux,70,Toroid,1.65,16.5,0.136,3.45,0.295,7.49,0.225,5.72,0.0725,7.25,0.12,120,EACH,0.0012,10000,,,,,
C058409A2,HIGH FLUX 147 PERM KHAKI 410 SIZE,58409,147,High Flux,81,Toroid,1.65,16.5,0.136,3.45,0.295,7.49,0.225,5.72,0.0725,7.25,0.12,120,EACH,0.001,10000,,,,,
C058408A2,HIGH FLUX 160 PERM KHAKI 410 SIZE,58408,160,High Flux,89,Toroid,1.65,16.5,0.136,3.45,0.295,7.49,0.225,5.72,0.0725,7.25,0.12,120,EACH,0.001,10000,,,,,
0058033A2,HIGH FLUX 014 PERM KHAKI 030 SIZE,58033,14,High Flux,6,Toroid,1.79,17.9,0.136,3.45,0.335,8.51,0.15,3.81,0.0599,5.99,0.107,107,EACH,0,0,,,,,
0058032A2,HIGH FLUX 026 PERM KHAKI 030 SIZE,58032,26,High Flux,11,Toroid,1.79,17.9,0.136,3.45,0.335,8.51,0.15,3.81,0.0599,5.99,0.107,107,EACH,0.0008,10000,,,,,
C058031A2,HIGH FLUX 060 PERM KHAKI 030 SIZE,58031,60,High Flux,25,Toroid,1.79,17.9,0.136,3.45,0.335,8.51,0.15,3.81,0.0599,5.99,0.107,107,EACH,0.0008,10000,,,,,
C058030A2,HIGH FLUX 125 PERM KHAKI 030 SIZE,58030,125,High Flux,52,Toroid,1.79,17.9,0.136,3.45,0.335,8.51,0.15,3.81,0.0599,5.99,0.107,107,EACH,0.0009,10000,,,,,
C058029A2,HIGH FLUX 147 PERM KHAKI 030 SIZE,58029,147,High Flux,62,Toroid,1.79,17.9,0.136,3.45,0.335,8.51,0.15,3.81,0.0599,5.99,0.107,107,EACH,0.0009,10000,,,,,
C058028A2,HIGH FLUX 160 PERM KHAKI 030 SIZE,58028,160,High Flux,66,Toroid,1.79,17.9,0.136,3.45,0.335,8.51,0.15,3.81,0.0599,5.99,0.107,107,EACH,0.0009,10000,,,,,
0058283A2,HIGH FLUX 014 PERM KHAKI 280 SIZE,58283,14,High Flux,6,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.15,3.81,0.0752,7.52,0.164,164,EACH,0.0011,8000,,,,,
0058293A2,HIGH FLUX 014 PERM KHAKI 290 SIZE,58293,14,High Flux,7,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0014,8000,,,,,
0058282A2,HIGH FLUX 026 PERM KHAKI 280 SIZE,58282,26,High Flux,11,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.15,3.81,0.0752,7.52,0.164,164,EACH,0.0011,8000,,,,,
0058292A2,HIGH FLUX 026 PERM KHAKI 290 SIZE,58292,26,High Flux,14,Toroid,2.18,21.8,0.168,4.27,0.405,10.29,0.181,4.6,0.0945,9.45,0.206,206,EACH,0.0015,8000,,,,,
