Sales_Part_Number,Description,Part,Perm,Material,AL_nHT2,Shape,Le_cm,Le_mm,ID_min_inches,ID_min_mm,OD_max_inches,OD_max_mm,HT_max_inches,HT_max_mm,Ae_cm2,Ae_mm2,Ve_cm3,Ve_mm3,Inventory_UM,Net_Weight,Parcel_Qty,Hardware_1,Hardware_2,Hardware_3,Hardware_4,Hardware_5
00K4741B026,KOOL MU 4741 BLOCK,4741,26,Kool Mu,0,Block,0,0,1.614,41,1.87,47.5,1.083,27.51,0,0,53.6,53600,EACH,0.289,48,,,,,
00K4741B060,KOOL MU 4741 BLOCK,4741,60,Kool Mu,0,Block,0,0,1.614,41,1.87,47.5,1.083,27.51,0,0,53.6,53600,EACH,0.289,48,,,,,
00K5030B026,KOOL MU 5030 BLOCK,5030,26,Kool Mu,0,Block,0,0,1.193,30.3,1.988,50.5,0.591,15,0,0,23,23000,EACH,0.12,64,,,,,
00K5030B040,KOOL MU 5030 BLOCK,5030,40,Kool Mu,0,Block,0,0,1.193,30.3,1.988,50.5,0.591,15,0,0,23,23000,EACH,0.12,64,,,,,
00K5030B060,KOOL MU 5030 BLOCK,5030,60,Kool Mu,0,Block,0,0,1.193,30.3,1.988,50.5,0.591,15,0,0,23,23000,EACH,0.12,64,,,,,
00K5528B026,KOOL MU 5528 BLOCK,5528,26,Kool Mu,0,Block,0,0,1.085,27.56,2.16,54.86,0.812,20.6,0,0,31.2,31200,EACH,0.166,64,,,,,
00K5528B040,KOOL MU 5528 BLOCK,5528,40,Kool Mu,0,Block,0,0,1.085,27.56,2.16,54.86,0.812,20.6,0,0,31.2,31200,EACH,0.17,64,,,,,
00K5528B060,KOOL MU 5528 BLOCK,5528,60,Kool Mu,0,Block,0,0,1.085,27.56,2.16,54.86,0.812,20.6,0,0,31.2,31200,EACH,0.3013,64,,,,,
00K6030B026,KOOL MU 6030 BLOCK,6030,26,Kool Mu,0,Block,0,0,1.181,30,2.362,60,0.591,15,0,0,27,27000,EACH,0.1463,80,,,,,
00K6030B026HT25,KOOL MU 6030 BLOCK,6030,26,Kool Mu,0,Block,0,0,1.181,30,2.362,60,0.984,25,0,0,45,45000,EACH,0.1463,48,,,,,
00K6030B060,KOOL MU 6030 BLOCK,6030,60,Kool Mu,0,Block,0,0,1.181,30,2.362,60,0.591,15,0,0,27,27000,EACH,0.1508,80,,,,,
00K6030B090,KOOL MU 6030 BLOCK,6030,90,Kool Mu,0,Block,0,0,1.181,30,2.362,60,0.591,15,0,0,27,27000,EACH,0.1553,80,,,,,
00K7020B026,KOOL MU 7020 BLOCK,7020,26,Kool Mu,0,Block,0,0,0.799,20.3,2.776,70.5,0.787,20,0,0,28.6,28600,EACH,0.135,90,,,,,
00K7030B026,KOOL MU 7030 BLOCK,7030,26,Kool Mu,0,Block,0,0,1.193,30.3,2.776,70.5,0.787,20,0,0,42.8,42800,EACH,0.24,60,,,,,
00K7020B040,KOOL MU 7020 BLOCK,7020,40,Kool Mu,0,Block,0,0,0.799,20.3,2.776,70.5,0.787,20,0,0,28.6,28600,EACH,0.135,90,,,,,
00K7020B060,KOOL MU 7020 BLOCK,7020,60,Kool Mu,0,Block,0,0,0.799,20.3,2.776,70.5,0.787,20,0,0,28.6,28600,EACH,0.135,90,,,,,
00K8030B026,KOOL MU 8030 BLOCK,8030,26,Kool Mu,0,Block,0,0,1.193,30.3,3.169,80.5,0.787,20,0,0,48.8,48800,EACH,0.255,48,,,,,
00K8030B026HT35,KOOL MU 8030 BLOCK,8030,26,Kool Mu,0,Block,0,0,1.193,30.3,3.169,80.5,1.378,35,0,0,84,84000,EACH,0.71,36,,,,,
00K8030B040,KOOL MU 8030 BLOCK,8030,40,Kool Mu,0,Block,0,0,1.193,30.3,3.169,80.5,0.787,20,0,0,48.8,48800,EACH,0.425,48,,,,,
00K8030B040HT35,KOOL MU 8030 BLOCK,8030,40,Kool Mu,0,Block,0,0,1.193,30.3,3.169,80.5,1.378,35,0,0,84,84000,EACH,0.73,36,,,,,
00K8030B060,KOOL MU 8030 BLOCK,8030,60,Kool Mu,0,Block,0,0,1.193,30.3,3.169,80.5,0.787,20,0,0,48.8,48800,EACH,0.44,48,,,,,
00K8030B060HT35,KOOL MU 8030 BLOCK,8030,60,Kool Mu,0,Block,0,0,1.193,30.3,3.169,80.5,1.378,35,0,0,84,84000,EACH,0.75,36,,,,,
00K9541B014,KOOL MU DBL LENGTH 4741 BLOCK,9541,14,Kool Mu,0,Block,0,0,1.614,41,3.74,95,1.083,27.51,0,0,107.2,107200,EACH,0.289,30,,,,,
00K9541B026,KOOL MU DBL LENGTH 4741 BLOCK,9541,26,Kool Mu,0,Block,0,0,1.614,41,3.74,95,1.083,27.51,0,0,107.2,107200,EACH,0.289,30,,,,,
00K9541B040,KOOL MU DBL LENGTH 4741 BLOCK,9541,40,Kool Mu,0,Block,0,0,1.614,41,3.74,95,1.083,27.51,0,0,107.2,107200,EACH,0.289,30,,,,,
00K9541B060,KOOL MU DBL LENGTH 4741 BLOCK,9541,60,Kool Mu,0,Block,0,0,1.614,41,3.74,95,1.083,27.51,0,0,107.2,107200,EACH,0.289,30,,,,,
00A9541B026,KOOL MU MAX DBL LENGTH 4741 BLOCK,9541,26,Kool Mu MAX,0,Block,0,0,1.614,41,3.74,95,1.083,27.51,0,0,107.2,107200,EACH,0,30,,,,,
00X4741B026,X FLUX 4741 BLOCK,4741,26,XFlux,0,Block,0,0,1.614,41,1.87,47.5,1.083,27.51,0,0,53.6,53600,EACH,0.33,48,,,,,
00X4741B040,X FLUX 4741 BLOCK,4741,40,XFlux,0,Block,0,0,1.614,41,1.87,47.5,1.083,27.51,0,0,53.6,53600,EACH,0.34,48,,,,,
00X4741B060,X FLUX 4741 BLOCK,4741,60,XFlux,0,Block,0,0,1.614,41,1.87,47.5,1.083,27.51,0,0,53.6,53600,EACH,0.34,48,,,,,
00X5030B026,X FLUX 5030 BLOCK,5030,26,XFlux,0,Block,0,0,1.193,30.3,1.988,50.5,0.591,15,0,0,23,23000,EACH,0.13,64,,,,,
00X5030B040,X FLUX 5030 BLOCK,5030,40,XFlux,0,Block,0,0,1.193,30.3,1.988,50.5,0.591,15,0,0,23,23000,EACH,0.14,64,,,,,
00X5030B060,X FLUX 5030 BLOCK,5030,60,XFlux,0,Block,0,0,1.193,30.3,1.988,50.5,0.591,15,0,0,23,23000,EACH,0.15,64,,,,,
00X5528B026,X FLUX 5528 BLOCK,5528,26,XFlux,0,Block,0,0,1.085,27.56,2.16,54.86,0.812,20.6,0,0,31.2,31200,EACH,0.166,64,,,,,
00X5528B040,X FLUX 5528 BLOCK,5528,40,XFlux,0,Block,0,0,1.085,27.56,2.16,54.86,0.812,20.6,0,0,31.2,31200,EACH,0.166,64,,,,,
00X5528B060,X FLUX 5528 BLOCK,5528,60,XFlux,0,Block,0,0,1.085,27.56,2.16,54.86,0.812,20.6,0,0,31.2,31200,EACH,0.166,64,,,,,
00X6030B026,X FLUX 6030 BLOCK,6030,26,XFlux,0,Block,0,0,1.181,30,2.362,60,0.591,15,0,0,27,27000,EACH,0.17,80,,,,,
00X6030B040,X FLUX 6030 BLOCK,6030,40,XFlux,0,Block,0,0,1.181,30,2.362,60,0.591,15,0,0,27,27000,EACH,0.17,80,,,,,
00X6030B060,X FLUX 6030 BLOCK,6030,60,XFlux,0,Block,0,0,1.181,30,2.362,60,0.591,15,0,0,27,27000,EACH,0.17,80,,,,,
00X6131B060,X FLUX 6131 BLOCK,6030,60,XFlux,0,Block,0,0,1.193,30.3,2.382,60.5,0.787,20,0,0,36.7,36700,EACH,0.23,80,,,,,
00X7020B026,X FLUX 7020 BLOCK,7020,26,XFlux,0,Block,0,0,0.799,20.3,2.776,70.5,0.787,20,0,0,28.6,28600,EACH,0.135,90,,,,,
00X7030B026,X FLUX 7030 BLOCK,7030,26,XFlux,0,Block,0,0,1.193,30.3,2.776,70.5,0.787,20,0,0,42.8,42800,EACH,0.24,60,,,,,
00X7020B040,X FLUX 7020 BLOCK,7020,40,XFlux,0,Block,0,0,0.799,20.3,2.776,70.5,0.787,20,0,0,28.6,28600,EACH,0.135,90,,,,,
00X7030B040,X FLUX 7030 BLOCK,7030,40,XFlux,0,Block,0,0,1.193,30.3,2.776,70.5,0.787,20,0,0,42.8,42800,EACH,0.23,60,,,,,
00X7020B060,X FLUX 7020 BLOCK,7020,60,XFlux,0,Block,0,0,0.799,20.3,2.776,70.5,0.787,20,0,0,28.6,28600,EACH,0.135,90,,,,,
00X7030B060,X FLUX 7030 BLOCK,7030,60,XFlux,0,Block,0,0,1.193,30.3,2.776,70.5,0.787,20,0,0,42.8,42800,EACH,0.24,60,,,,,
00X8030B026HT15,X FLUX 8030 BLOCK,8030,26,XFlux,0,Block,0,0,1.193,30.3,3.169,80.5,0.591,15,0,0,36,36000,EACH,0.225,60,,,,,
00X8030B026,X FLUX 8030 BLOCK,8030,26,XFlux,0,Block,0,0,1.193,30.3,3.169,80.5,0.787,20,0,0,48.8,48800,EACH,0.3,48,,,,,
00X8030B040,X FLUX 8030 BLOCK,8030,40,XFlux,0,Block,0,0,1.193,30.3,3.169,80.5,0.787,20,0,0,48.8,48800,EACH,0.315,48,,,,,
00X8030B060HT15,X FLUX 8030 BLOCK,8030,60,XFlux,0,Block,0,0,1.193,30.3,3.169,80.5,0.591,15,0,0,36,36000,EACH,0.255,60,,,,,
00X8030B060,X FLUX 8030 BLOCK,8030,60,XFlux,0,Block,0,0,1.193,30.3,3.169,80.5,0.787,20,0,0,48.8,48800,EACH,0.34,48,,,,,
00X9541B040,X FLUX DBL LENGTH 4741 BLOCK,9541,40,XFlux,0,Block,0,0,1.614,41,3.74,95,1.083,27.51,0,0,107.2,107200,EACH,0.289,30,,,,,
00H4022E060,HIGH FLUX 4022 E CORE,4022,60,High Flux,194,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.798,20.3,2.37,237,23.3,23300,EACH,0.07,168,PCB4022N1,,,,
00K1808E026,KOOL MU 1808 E CORE,1808,26,Kool Mu,26,E Core,4.01,40.1,0.312,7.92,0.772,19.6,0.194,4.93,0.228,22.8,0.914,914,EACH,0.0025,5700,PCB1808B1,00B180801,,,
00K1808E040,KOOL MU 1808 E CORE,1808,40,Kool Mu,35,E Core,4.01,40.1,0.312,7.92,0.772,19.6,0.194,4.93,0.228,22.8,0.914,914,EACH,0.0025,5700,PCB1808B1,00B180801,,,
00K1808E060,KOOL MU 1808 E CORE,1808,60,Kool Mu,48,E Core,4.01,40.1,0.312,7.92,0.772,19.6,0.194,4.93,0.228,22.8,0.914,914,EACH,0.0027,5700,PCB1808B1,00B180801,,,
00K1808E090,KOOL MU 1808 E CORE,1808,90,Kool Mu,69,E Core,4.01,40.1,0.312,7.92,0.772,19.6,0.194,4.93,0.228,22.8,0.914,914,EACH,0.003,5700,PCB1808B1,00B180801,,,
00K2510E026,KOOL MU 2510 E CORE,2510,26,Kool Mu,39,E Core,4.85,48.5,0.368,9.352,1.015,25.78,0.254,6.45,0.385,38.5,1.87,1870,EACH,0.0068,1728,PCB2510V1,PCB2510V2,00B251001,,
00K2510E040,KOOL MU 2510 E CORE,2510,40,Kool Mu,52,E Core,4.85,48.5,0.368,9.352,1.015,25.78,0.254,6.45,0.385,38.5,1.87,1870,EACH,0.0068,1728,PCB2510V1,PCB2510V2,00B251001,,
00K2510E060,KOOL MU 2510 E CORE,2510,60,Kool Mu,70,E Core,4.85,48.5,0.368,9.352,1.015,25.78,0.254,6.45,0.385,38.5,1.87,1870,EACH,0.0057,1728,PCB2510V1,PCB2510V2,00B251001,,
00K2510E090,KOOL MU 2510 E CORE,2510,90,Kool Mu,100,E Core,4.85,48.5,0.368,9.352,1.015,25.78,0.254,6.45,0.385,38.5,1.87,1870,EACH,0.0059,1728,PCB2510V1,PCB2510V2,00B251001,,
00K3007E026,KOOL MU 3007 E CORE,3007,26,Kool Mu,33,E Core,6.56,65.6,0.582,14.77,1.203,30.56,0.284,7.21,0.601,60.1,3.94,3940,EACH,0.011,840,PCB3007T1,,,,
00K3007E040,KOOL MU 3007 E CORE,3007,40,Kool Mu,46,E Core,6.56,65.6,0.582,14.77,1.203,30.56,0.284,7.21,0.601,60.1,3.94,3940,EACH,0.012,840,PCB3007T1,,,,
00K3007E060,KOOL MU 3007 E CORE,3007,60,Kool Mu,71,E Core,6.56,65.6,0.582,14.77,1.203,30.56,0.284,7.21,0.601,60.1,3.94,3940,EACH,0.013,840,PCB3007T1,,,,
00K3007E090,KOOL MU 3007 E CORE,3007,90,Kool Mu,92,E Core,6.56,65.6,0.582,14.77,1.203,30.56,0.284,7.21,0.601,60.1,3.94,3940,EACH,0.014,840,PCB3007T1,,,,
00K3515E026,KOOL MU 3515 E CORE,3515,26,Kool Mu,56,E Core,6.94,69.4,0.548,13.97,1.38,35.05,0.375,9.53,0.84,84,5.83,5830,EACH,0.0156,840,PCB3515M1,PCB3515M2,00B351501,,
00K3515E040,KOOL MU 3515 E CORE,3515,40,Kool Mu,75,E Core,6.94,69.4,0.548,13.97,1.38,35.05,0.375,9.53,0.84,84,5.83,5830,EACH,0.0163,840,PCB3515M1,PCB3515M2,00B351501,,
00K3515E060,KOOL MU 3515 E CORE,3515,60,Kool Mu,102,E Core,6.94,69.4,0.548,13.97,1.38,35.05,0.375,9.53,0.84,84,5.83,5830,EACH,0.0163,840,PCB3515M1,PCB3515M2,00B351501,,
00K3515E090,KOOL MU 3515 E CORE,3515,90,Kool Mu,146,E Core,6.94,69.4,0.548,13.97,1.38,35.05,0.375,9.53,0.84,84,5.83,5830,EACH,0.0173,840,PCB3515M1,PCB3515M2,00B351501,,
00K4317E026,KOOL MU 4317 E CORE,4317,26,Kool Mu,88,E Core,7.75,77.5,0.639,16.22,1.633,41.48,0.5,12.7,1.52,152,11.8,11800,EACH,0.0331,270,PCB4317M1,00B4317B1,,,
00K4317E040,KOOL MU 4317 E CORE,4317,40,Kool Mu,119,E Core,7.75,77.5,0.639,16.22,1.633,41.48,0.5,12.7,1.52,152,11.8,11800,EACH,0.0332,270,PCB4317M1,00B4317B2,,,
00K4317E060,KOOL MU 4317 E CORE,4317,60,Kool Mu,163,E Core,7.75,77.5,0.639,16.22,1.633,41.48,0.5,12.7,1.52,152,11.8,11800,EACH,0.0338,270,PCB4317M1,00B4317B3,,,
00K4317E090,KOOL MU 4317 E CORE,4317,90,Kool Mu,234,E Core,7.75,77.5,0.639,16.22,1.633,41.48,0.5,12.7,1.52,152,11.8,11800,EACH,0.036,270,PCB4317M1,00B4317B4,,,
00K4017E026,KOOL MU 4017 E CORE,4017,26,Kool Mu,56,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.434,11,1.28,128,12.6,12600,EACH,0.032,288,,,,,
00K4020E026,KOOL MU 4020 E CORE,4020,26,Kool Mu,80,E Core,9.84,98.4,0.817,20.75,1.712,43.49,0.618,15.69,1.83,183,18,18000,EACH,0.048,192,PCB4020N1,00B402021,,,
00K4022E026,KOOL MU 4022 E CORE,4022,26,Kool Mu,104,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.798,20.3,2.37,237,23.3,23300,EACH,0.0633,168,PCB4022N1,,,,
00K4017E040,KOOL MU 4017 E CORE,4017,40,Kool Mu,76,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.434,11,1.28,128,12.6,12600,EACH,0.032,288,,,,,
00K4020E040,KOOL MU 4020 E CORE,4020,40,Kool Mu,108,E Core,9.84,98.4,0.817,20.75,1.712,43.49,0.618,15.69,1.83,183,18,18000,EACH,0.0496,192,PCB4020N1,00B402021,,,
00K4022E040,KOOL MU 4022 E CORE,4022,40,Kool Mu,140,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.798,20.3,2.37,237,23.3,23300,EACH,0.0645,168,PCB4022N1,,,,
00K4017E060,KOOL MU 4017 E CORE,4017,60,Kool Mu,105,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.434,11,1.28,128,12.6,12600,EACH,0.032,288,,,,,
00K4020E060,KOOL MU 4020 E CORE,4020,60,Kool Mu,150,E Core,9.84,98.4,0.817,20.75,1.712,43.49,0.618,15.69,1.83,183,18,18000,EACH,0.0499,192,PCB4020N1,00B402021,,,
00K4022E060,KOOL MU 4022 E CORE,4022,60,Kool Mu,194,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.798,20.3,2.37,237,23.3,23300,EACH,0.0649,168,PCB4022N1,,,,
00K4017E090,KOOL MU 4017 E CORE,4017,90,Kool Mu,151,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.434,11,1.28,128,12.6,12600,EACH,0.0351,288,,,,,
00K4020E090,KOOL MU 4020 E CORE,4020,90,Kool Mu,217,E Core,9.84,98.4,0.817,20.75,1.712,43.49,0.618,15.69,1.83,183,18,18000,EACH,0.0537,192,PCB4020N1,00B402021,,,
00K4022E090,KOOL MU 4022 E CORE,4022,90,Kool Mu,281,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.798,20.3,2.37,237,23.3,23300,EACH,0.069,168,PCB4022N1,,,,
00K5528E026,KOOL MU 5528 E CORE,5528,26,Kool Mu,116,E Core,12.3,123,1.069,27.15,2.192,55.68,0.827,21,3.5,350,43.1,43100,EACH,0.1159,112,PCB5528WC,00B5528B1,,,
00K5530E026,KOOL MU 5530 E CORE,5530,26,Kool Mu,138,E Core,12.3,123,1.069,27.15,2.192,55.68,0.984,25,4.17,417,51.3,51300,EACH,0.1439,96,PCB5530FA,,,,
00K5528E040,KOOL MU 5528 E CORE,5528,40,Kool Mu,157,E Core,12.3,123,1.069,27.15,2.192,55.68,0.827,21,3.5,350,43.1,43100,EACH,0.1202,112,PCB5528WC,00B5528B1,,,
00K5530E040,KOOL MU 5530 E CORE,5530,40,Kool Mu,187,E Core,12.3,123,1.069,27.15,2.192,55.68,0.984,25,4.17,417,51.3,51300,EACH,0.1439,96,PCB5530FA,,,,
00K5528E060,KOOL MU 5528 E CORE,5528,60,Kool Mu,219,E Core,12.3,123,1.069,27.15,2.192,55.68,0.827,21,3.5,350,43.1,43100,EACH,0.1277,112,PCB5528WC,00B5528B1,,,
00K5530E060,KOOL MU 5530 E CORE,5530,60,Kool Mu,261,E Core,12.3,123,1.069,27.15,2.192,55.68,0.984,25,4.17,417,51.3,51300,EACH,0.14,96,PCB5530FA,,,,
00K5528E090,KOOL MU 5528 E CORE,5528,90,Kool Mu,322,E Core,12.3,123,1.069,27.15,2.192,55.68,0.827,21,3.5,350,43.1,43100,EACH,0.1159,0,PCB5528WC,00B5528B1,,,
00K5530E090,KOOL MU 5530 E CORE,5530,90,Kool Mu,382,E Core,12.3,123,1.069,27.15,2.192,55.68,0.984,25,4.17,417,51.3,51300,EACH,0,96,PCB5530FA,,,,
00K6527E026,KOOL MU 6527 E CORE,6527,26,Kool Mu,162,E Core,14.7,147,1.265,32.13,2.615,66.42,1.079,27.41,5.4,540,79.4,79400,EACH,0.23,54,00B652701,00B6527B1,,,
00K6527E040,KOOL MU 6527 E CORE,6527,40,Kool Mu,230,E Core,14.7,147,1.265,32.13,2.615,66.42,1.079,27.41,5.4,540,79.4,79400,EACH,0.2337,54,00B652701,00B6527B1,,,
00K6527E060,KOOL MU 6527 E CORE,6527,60,Kool Mu,300,E Core,14.7,147,1.265,32.13,2.615,66.42,1.079,27.41,5.4,540,79.4,79400,EACH,0.2293,54,00B652701,00B6527B1,,,
00K7228E026,KOOL MU 7228 E CORE,7228,26,Kool Mu,130,E Core,13.7,137,1.08,27.43,2.893,73.48,0.765,19.5,3.68,368,50.4,50400,EACH,0.142,84,00B722801,,,,
00K7228E040,KOOL MU 7228 E CORE,7228,40,Kool Mu,173,E Core,13.7,137,1.08,27.43,2.893,73.48,0.765,19.5,3.68,368,50.4,50400,EACH,0.1468,84,00B722801,,,,
00K7228E060,KOOL MU 7228 E CORE,7228,60,Kool Mu,236,E Core,13.7,137,1.08,27.43,2.893,73.48,0.765,19.5,3.68,368,50.4,50400,EACH,0.1478,84,00B722801,,,,
00K8044E026,KOOL MU 8044 E CORE,8044,26,Kool Mu,91,E Core,20.8,208,1.73,43.95,3.197,81.2,0.795,20.2,3.89,389,80.9,80900,EACH,0.2406,63,,,,,
00K8044E02601,KOOL MU 8044 E CORE,8044,26,Kool Mu,137,E Core,20.8,208,1.73,43.95,3.197,81.2,1.185,30.1,5.84,584,121,121000,EACH,0.333,36,,,,,
00K8024E060,KOOL MU 8024 E CORE,8024,60,Kool Mu,370,E Core,13.14,131.4,0.925,23.415,3.197,81.2,0.795,20.2,6,600,78.8,78840,EACH,0.219,45,,,,,
00K8020E026,KOOL MU 8020 E CORE,8020,26,Kool Mu,103,E Core,18.5,185,1.475,37.47,3.197,81.21,0.795,20.2,3.89,389,72,72000,EACH,0.1969,63,00B8020B1,00B8020B2,,,
00K8020E02602,KOOL MU 8020 E CORE,8020,26,Kool Mu,145,E Core,18.5,185,1.475,37.47,3.197,81.21,1.185,30.1,5.84,584,108,108000,EACH,0,36,00B8020B1,,,,
00K8020E02601,KOOL MU 8020 E CORE,8020,26,Kool Mu,155,E Core,18.5,185,1.475,37.47,3.197,81.21,1.265,32.13,6.29,629,116,116000,EACH,0.278,36,00B8020B1,,,,
00K8020E026HT40,KOOL MU 8020 E CORE,8020,26,Kool Mu,190,E Core,18.5,185,1.475,37.47,3.197,81.21,1.574,39.981,7.78,778,145,145000,EACH,0.413,36,00B8020B1,00B8020B2,,,
00K8020E040,KOOL MU 8020 E CORE,8020,40,Kool Mu,145,E Core,18.5,185,1.475,37.47,3.197,81.21,0.795,20.2,3.89,389,72,72000,EACH,0.2032,63,00B8020B1,00B8020B2,,,
00K8020E060,KOOL MU 8020 E CORE,8020,60,Kool Mu,190,E Core,18.5,185,1.475,37.47,3.197,81.21,0.795,20.2,3.89,389,72,72000,EACH,0.2031,63,00B8020B1,00B8020B2,,,
00K114LE014,KOOL MU 114L E CORE,114LE,14,Kool Mu,161,E Core,21.5,215,1.8,45.8,4.53,115.1,1.39,35.3,12.2,1220,262,262000,EACH,0.737,18,00B114LB1,,,,
00K114LE026HT26,KOOL MU 114L E CORE,114LE,26,Kool Mu,182,E Core,21.5,215,1.8,45.8,4.53,115.1,1.041,26.5,9.14,914,197,197000,EACH,0.55,24,,,,,
00K114LE026,KOOL MU 114L E CORE,114LE,26,Kool Mu,235,E Core,21.5,215,1.8,45.8,4.53,115.1,1.39,35.3,12.2,1220,262,262000,EACH,0.737,18,00B114LB1,,,,
00K114LE060,KOOL MU 114L E CORE,114LE,60,Kool Mu,445,E Core,21.5,215,1.8,45.8,4.53,115.1,1.39,35.3,12.2,1220,262,262000,EACH,0.737,18,00B114LB1,,,,
00K130LE026,KOOL MU 130L E CORE,130LE,26,Kool Mu,254,E Core,21.9,219,1.268,32.21,5.28,134.1,2.17,55.12,10.8,1080,237,237000,EACH,0.6371,12,,,,,
00K160LE026,KOOL MU 160L E CORE,160LE,26,Kool Mu,180,E Core,27.3,273,1.475,37.47,6.4,162.6,1.61,40.89,7.78,778,212,212000,EACH,0.5164,16,,,,,
00Y7228E026,KOOL MU MAX 7228 E CORE,7228,26,Kool Mu MAX,130,E Core,13.7,137,1.08,27.43,2.893,73.48,0.765,19.5,3.68,368,50.4,50400,EACH,0.142,84,00B722801,,,,
00Y7228E040,KOOL MU MAX 7228 E CORE,7228,40,Kool Mu MAX,173,E Core,13.7,137,1.08,27.43,2.893,73.48,0.765,19.5,3.68,368,50.4,50400,EACH,0.1468,84,00B722801,,,,
00Y7228E060,KOOL MU MAX 7228 E CORE,7228,60,Kool Mu MAX,236,E Core,13.7,137,1.08,27.43,2.893,73.48,0.765,19.5,3.68,368,50.4,50400,EACH,0.1478,84,00B722801,,,,
00Y8044E026,KOOL MU MAX 8044 E CORE,8044,26,Kool Mu MAX,91,E Core,20.8,208,1.73,43.95,3.197,81.2,0.795,20.2,3.89,389,80.9,80900,EACH,0.2406,63,,,,,
00X1808E026,X FLUX 1808 E CORE,1808,26,XFlux,26,E Core,4.01,40.1,0.312,7.92,0.772,19.6,0.194,4.93,0.228,22.8,0.914,914,EACH,0.003,5700,00B180801,PCB1808B1,,,
00X1808E040,X FLUX 1808 E CORE,1808,40,XFlux,35,E Core,4.01,40.1,0.312,7.92,0.772,19.6,0.194,4.93,0.228,22.8,0.914,914,EACH,0.003,5700,00B180801,PCB1808B1,,,
00X1808E060,X FLUX 1808 E CORE,1808,60,XFlux,48,E Core,4.01,40.1,0.312,7.92,0.772,19.6,0.194,4.93,0.228,22.8,0.914,914,EACH,0.003,5700,00B180801,PCB1808B1,,,
00X3515E026,X FLUX 3515 E CORE,3515,26,XFlux,56,E Core,6.94,69.4,0.548,13.97,1.38,35.05,0.375,9.53,0.84,84,5.83,5830,EACH,0.017,840,PCB3515M1,PCB3515M2,00B351501,,
00X3515E040,X FLUX 3515 E CORE,3515,40,XFlux,75,E Core,6.94,69.4,0.548,13.97,1.38,35.05,0.375,9.53,0.84,84,5.83,5830,EACH,0.017,840,PCB3515M1,PCB3515M2,00B351501,,
00X3515E060,X FLUX 3515 E CORE,3515,60,XFlux,102,E Core,6.94,69.4,0.548,13.97,1.38,35.05,0.375,9.53,0.84,84,5.83,5830,EACH,0.017,840,PCB3515M1,PCB3515M2,00B351501,,
00X4317E026,X FLUX 4317 E CORE,4317,26,XFlux,88,E Core,7.75,77.5,0.639,16.22,1.633,41.48,0.5,12.7,1.52,152,11.8,11800,EACH,0.0885,270,PCB4317M1,00B4317B1,,,
00X4317E040,X FLUX 4317 E CORE,4317,40,XFlux,119,E Core,7.75,77.5,0.639,16.22,1.633,41.48,0.5,12.7,1.52,152,11.8,11800,EACH,0.0885,270,PCB4317M1,00B4317B1,,,
00X4317E060,X FLUX 4317 E CORE,4317,60,XFlux,163,E Core,7.75,77.5,0.639,16.22,1.633,41.48,0.5,12.7,1.52,152,11.8,11800,EACH,0.0885,270,PCB4317M1,00B4317B1,,,
00X4017E026,X FLUX 4017 E CORE,4017,26,XFlux,56,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.434,11,1.28,128,12.6,12600,EACH,0,288,,,,,
00X4020E026,X FLUX 4020 E CORE,4020,26,XFlux,80,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.618,15.7,1.83,183,18,18000,EACH,0.135,192,PCB4020N1,00B402021,,,
00X4022E026,X FLUX 4022 E CORE,4022,26,XFlux,104,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.798,20.3,2.37,237,23.3,23300,EACH,0.1748,168,PCB4022N1,,,,
00X4017E040,X FLUX 4017 E CORE,4017,40,XFlux,76,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.434,11,1.28,128,12.6,12600,EACH,0,288,,,,,
00X4020E040,X FLUX 4020 E CORE,4020,40,XFlux,108,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.618,15.7,1.83,183,18,18000,EACH,0.135,192,PCB4020N1,00B402021,,,
00X4022E040,X FLUX 4022 E CORE,4022,40,XFlux,140,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.798,20.3,2.37,237,23.3,23300,EACH,0.1748,168,PCB4022N1,,,,
00X4017E060,X FLUX 4017 E CORE,4017,60,XFlux,105,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.434,11,1.28,128,12.6,12600,EACH,0,288,,,,,
00X4020E060,X FLUX 4020 E CORE,4020,60,XFlux,150,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.618,15.7,1.83,183,18,18000,EACH,0.135,192,PCB4020N1,00B402021,,,
00X4022E060,X FLUX 4022 E CORE,4022,60,XFlux,194,E Core,9.84,98.4,0.818,20.8,1.712,43.49,0.798,20.3,2.37,237,23.3,23300,EACH,0.1748,168,PCB4022N1,,,,
